DecayParticle1_Name DecayParticle1_Boson DecayParticle1_mass DecayParticle1_E DecayParticle1_px DecayParticle1_py DecayParticle1_pz DecayParticle2_Name DecayParticle2_Boson DecayParticle2_mass DecayParticle2_E DecayParticle2_px DecayParticle2_py DecayParticle2_pz
b_quark 0 4.18 148.103 109 -100 6 b_quark 0 4.18 95.0077 -39 72 48
b_quark 0 4.18 226.032 -149 -126 114 b_quark 0 4.18 129.3 64 34 -107
b_quark 0 4.18 240.174 23 -209 116 b_quark 0 4.18 143.023 46 129 -41
b_quark 0 4.18 68.9309 35 -22 -55 b_quark 0 4.18 90.0748 -32 76 -36
b_quark 0 4.18 250.307 150 170 -106 b_quark 0 4.18 196.406 -130 -147 7
b_quark 0 4.18 246.054 180 -30 165 b_quark 0 4.18 220.333 -127 108 -144
W+ 1 80.4 232.356 -20 89 198 W- 1 80.4 226.011 -74 -150 -129
b_quark 0 4.18 234.562 -100 -149 151 b_quark 0 4.18 119.839 24 102 -58
b_quark 0 4.18 264.82 152 -172 -132 b_quark 0 4.18 147.1 -73 74 104
b_quark 0 4.18 148.467 145 10 -30 b_quark 0 4.18 142.729 -132 -23 -49
b_quark 0 4.18 233.408 181 -145 26 b_quark 0 4.18 163.274 -141 78 26
b_quark 0 4.18 222.667 43 217 -25 b_quark 0 4.18 153.475 -24 -145 -44
W+ 1 80.4 218.291 -35 -19 199 W- 1 80.4 170.482 24 90 -118
W+ 1 80.4 280.633 -103 -131 211 W- 1 80.4 177.102 58 96 -111
b_quark 0 4.18 252.959 231 -83 61 b_quark 0 4.18 156.915 -150 16 -43
tau+ 0 1.78 136.463 49 123 -33 tau- 0 1.78 165.627 -97 -56 122
b_quark 0 4.18 161.433 -155 -13 -43 b_quark 0 4.18 148.312 75 -73 105
b_quark 0 4.18 231.913 155 -170 29 b_quark 0 4.18 167.608 -135 97 -21
W+ 1 80.4 132.095 37 96 -20 W- 1 80.4 145.953 2 -103 65
b_quark 0 4.18 172.347 -7 129 -114 b_quark 0 4.18 137.326 78 -39 106
W+ 1 80.4 176.605 70 135 40 W- 1 80.4 153.092 -76 -91 54
b_quark 0 4.18 172.08 127 -72 91 b_quark 0 4.18 193.234 -136 95 -99
b_quark 0 4.18 223.532 -68 35 210 b_quark 0 4.18 117.117 3 1 -117
b_quark 0 4.18 237.024 -187 -13 145 b_quark 0 4.18 188.477 117 -44 -141
b_quark 0 4.18 55.3396 -16 50 17 b_quark 0 4.18 122.713 91 -26 -78
b_quark 0 4.18 48.2439 10 19 -43 b_quark 0 4.18 96.1014 -25 63 68
b_quark 0 4.18 204.576 -169 68 -93 b_quark 0 4.18 193.601 94 -82 148
b_quark 0 4.18 267.799 -57 185 185 b_quark 0 4.18 191.636 91 -101 -135
b_quark 0 4.18 215.739 -103 14 189 b_quark 0 4.18 186.9 127 -49 -128
W+ 1 80.4 187.281 72 35 149 W- 1 80.4 162.29 -101 32 -93
b_quark 0 4.18 135.272 -24 -133 4 b_quark 0 4.18 125.13 -12 114 50
b_quark 0 4.18 225.43 188 124 -9 b_quark 0 4.18 165.983 -148 -75 -2
b_quark 0 4.18 115.635 -32 87 -69 b_quark 0 4.18 126.216 123 0 28
b_quark 0 4.18 171.827 -159 -1 65 b_quark 0 4.18 107.882 60 -86 25
W+ 1 80.4 242.972 -75 145 -161 W- 1 80.4 227.779 147 -67 139
Z 1 91.2 136.728 -16 11 -100 Z 1 91.2 171.483 62 -37 126
b_quark 0 4.18 170.969 124 51 -106 b_quark 0 4.18 143.41 -130 7 60
b_quark 0 4.18 95.8826 74 60 -10 b_quark 0 4.18 91.8557 -72 -10 56
W+ 1 80.4 128.044 39 81 43 W- 1 80.4 127.731 -85 -5 -51
b_quark 0 4.18 54.4286 -16 -33 40 b_quark 0 4.18 61.7614 8 -57 22
b_quark 0 4.18 62.7333 -1 -61 14 b_quark 0 4.18 136.365 5 83 -108
b_quark 0 4.18 180.271 -68 116 -120 b_quark 0 4.18 149.892 25 -33 144
b_quark 0 4.18 163.274 96 -127 36 b_quark 0 4.18 118.006 -62 40 -92
b_quark 0 4.18 168.723 -107 51 -120 b_quark 0 4.18 136.698 116 -37 62
b_quark 0 4.18 216.971 -57 147 149 b_quark 0 4.18 151.596 0 -58 -140
W+ 1 80.4 148.274 -91 -34 78 W- 1 80.4 166.602 42 -22 -138
b_quark 0 4.18 210.916 8 -202 60 b_quark 0 4.18 152.248 80 119 -51
b_quark 0 4.18 51.4439 42 -9 28 b_quark 0 4.18 125.819 -95 -82 -8
b_quark 0 4.18 130.121 -107 64 -37 b_quark 0 4.18 207.816 115 -107 136
b_quark 0 4.18 73.2084 -50 -21 49 b_quark 0 4.18 52.9761 -1 -32 -42
b_quark 0 4.18 169.901 16 153 -72 b_quark 0 4.18 98.6786 28 -94 -10
b_quark 0 4.18 227.164 213 -21 76 b_quark 0 4.18 174.896 -141 -77 -69
b_quark 0 4.18 225.928 -156 89 -137 b_quark 0 4.18 200.565 110 -115 122
b_quark 0 4.18 129.126 -32 124 16 b_quark 0 4.18 125.421 -55 -112 12
b_quark 0 4.18 213.512 -23 -71 200 b_quark 0 4.18 172.622 15 84 -150
b_quark 0 4.18 54.8131 -49 19 -15 b_quark 0 4.18 85.2436 -24 -52 63
W+ 1 80.4 210.647 -72 18 -180 W- 1 80.4 195.924 140 -1 111
W+ 1 80.4 172.204 5 62 -139 W- 1 80.4 135.728 86 -29 61
b_quark 0 4.18 189.099 84 -158 -61 b_quark 0 4.18 99.5664 -18 74 64
b_quark 0 4.18 160.086 35 7 156 b_quark 0 4.18 180.376 -118 87 -105
b_quark 0 4.18 135.216 -133 1 -24 b_quark 0 4.18 77.6046 65 42 4
Z 1 91.2 188.795 147 71 26 Z 1 91.2 160.295 -120 -49 24
b_quark 0 4.18 98.5671 59 -76 21 b_quark 0 4.18 91.534 -2 46 79
b_quark 0 4.18 142.753 -131 56 -8 b_quark 0 4.18 114.173 108 -27 25
b_quark 0 4.18 274.061 -108 -208 142 b_quark 0 4.18 196.91 76 146 -108
tau+ 0 1.78 244.67 0 -242 -36 tau- 0 1.78 145.369 2 143 26
W+ 1 80.4 99.7455 -5 48 -34 W- 1 80.4 159.114 90 -103 12
b_quark 0 4.18 276.224 153 -203 -108 b_quark 0 4.18 172.332 -66 115 110
b_quark 0 4.18 108.86 75 -72 -32 b_quark 0 4.18 156.245 -123 79 -55
W+ 1 80.4 155.879 47 -120 -35 W- 1 80.4 171.657 39 141 -40
b_quark 0 4.18 200.663 150 -108 -78 b_quark 0 4.18 151.035 -83 23 124
W+ 1 80.4 205.85 178 1 65 W- 1 80.4 210.146 -146 91 -90
b_quark 0 4.18 195.754 78 103 -147 b_quark 0 4.18 150.66 -96 -72 91
Z 1 91.2 191.829 14 -78 -149 Z 1 91.2 205.836 -99 133 81
b_quark 0 4.18 115.44 68 -93 -6 b_quark 0 4.18 62.5657 9 30 54
W+ 1 80.4 136.459 -18 13 -108 W- 1 80.4 109.363 -14 -70 20
W+ 1 80.4 176.151 111 -110 12 W- 1 80.4 188.479 -150 28 76
W+ 1 80.4 177.426 -26 92 -126 W- 1 80.4 140.962 21 -14 113
b_quark 0 4.18 196.747 -8 102 168 b_quark 0 4.18 208.441 107 -141 -110
b_quark 0 4.18 181.603 133 -123 12 b_quark 0 4.18 149.665 -119 90 -11
b_quark 0 4.18 123.189 82 -75 53 b_quark 0 4.18 191.842 -116 107 -109
W+ 1 80.4 161.339 123 -66 9 W- 1 80.4 208.876 -120 138 -61
W+ 1 80.4 163.23 -94 88 -60 W- 1 80.4 155.146 25 -130 -9
b_quark 0 4.18 95.1602 -54 61 49 b_quark 0 4.18 20.0617 -5 -6 18
W+ 1 80.4 270.712 -68 94 231 W- 1 80.4 249.634 150 -107 -148
b_quark 0 4.18 128.99 85 -90 36 b_quark 0 4.18 148.548 -63 116 -68
W+ 1 80.4 274.525 -108 -94 220 W- 1 80.4 199.061 64 117 -124
b_quark 0 4.18 40.5398 37 -1 -16 b_quark 0 4.18 144.234 -79 -33 116
b_quark 0 4.18 192.633 -189 -37 0 b_quark 0 4.18 126.319 103 -59 43
b_quark 0 4.18 137.323 -134 10 28 b_quark 0 4.18 204.165 143 84 -119
W+ 1 80.4 225.305 191 61 64 W- 1 80.4 134.198 -96 -5 -48
b_quark 0 4.18 203.67 -36 -118 162 b_quark 0 4.18 172.486 90 105 -103
tau+ 0 1.78 94.9324 74 -13 -58 tau- 0 1.78 109.051 -67 -26 82
b_quark 0 4.18 190.007 39 -120 -142 b_quark 0 4.18 139.282 -47 87 98
Z 1 91.2 224.95 -140 58 -139 Z 1 91.2 196.925 125 -26 119
b_quark 0 4.18 145.391 6 -117 86 b_quark 0 4.18 166.335 -60 97 -121
b_quark 0 4.18 169.931 73 -27 -151 b_quark 0 4.18 144.244 -119 38 72
b_quark 0 4.18 185.592 9 185 11 b_quark 0 4.18 113.783 43 -102 26
b_quark 0 4.18 116.308 107 -45 6 b_quark 0 4.18 179.116 -57 140 -96
b_quark 0 4.18 225.396 56 119 183 b_quark 0 4.18 163.332 38 -104 -120
b_quark 0 4.18 229.668 212 35 -81 b_quark 0 4.18 137.049 -130 4 43
W+ 1 80.4 210.452 47 84 169 W- 1 80.4 153.268 -7 -87 -97
b_quark 0 4.18 219.471 106 -95 -167 b_quark 0 4.18 192.724 -97 80 146
b_quark 0 4.18 234.227 54 -20 -227 b_quark 0 4.18 159.046 -89 14 131
b_quark 0 4.18 265.127 193 175 -49 b_quark 0 4.18 135.109 -98 -77 52
W+ 1 80.4 197.188 153 89 -33 W- 1 80.4 181.792 -126 -78 68
W+ 1 80.4 100.664 16 7 -58 W- 1 80.4 80.5057 0 1 -4
W+ 1 80.4 225.562 27 -166 -127 W- 1 80.4 195.832 9 149 98
W+ 1 80.4 202.433 29 143 115 W- 1 80.4 183.492 57 -84 -130
Z 1 91.2 214.903 31 -176 77 Z 1 91.2 246.202 -129 131 -136
b_quark 0 4.18 92.3118 -52 -66 38 b_quark 0 4.18 133.261 99 62 -64
b_quark 0 4.18 230.153 128 -112 155 b_quark 0 4.18 126.414 -41 49 -109
b_quark 0 4.18 89.2271 80 38 -10 b_quark 0 4.18 159.108 -97 -65 108
W+ 1 80.4 129.26 62 80 0 W- 1 80.4 165.155 -138 18 38
b_quark 0 4.18 162.863 105 29 121 b_quark 0 4.18 133.77 -17 -122 -52
b_quark 0 4.18 118.078 0 70 -95 b_quark 0 4.18 123.594 85 -73 52
b_quark 0 4.18 167.411 114 -118 33 b_quark 0 4.18 176.427 -103 60 -130
b_quark 0 4.18 226.796 -99 -197 53 b_quark 0 4.18 183.694 103 109 -106
b_quark 0 4.18 144.839 104 -92 41 b_quark 0 4.18 145.95 -136 48 22
b_quark 0 4.18 219.446 213 13 51 b_quark 0 4.18 140.622 -134 -24 -35
W+ 1 80.4 290.663 208 -161 94 W- 1 80.4 235.307 -112 144 -125
Z 1 91.2 133.452 80 -34 44 Z 1 91.2 134.207 -73 -66 -3
tau+ 0 1.78 177.46 132 -104 57 tau- 0 1.78 178.416 -148 94 -33
b_quark 0 4.18 191.448 -119 45 143 b_quark 0 4.18 177.532 110 -38 -134
b_quark 0 4.18 139.798 71 57 -106 b_quark 0 4.18 140.341 3 25 138
tau+ 0 1.78 162.444 -82 50 -131 tau- 0 1.78 146.384 80 25 120
W+ 1 80.4 216.151 -86 181 -10 W- 1 80.4 149.79 24 -114 49
W+ 1 80.4 169.385 7 -67 133 W- 1 80.4 159.594 -42 -9 -131
b_quark 0 4.18 175.164 124 -117 40 b_quark 0 4.18 179.74 -91 142 -62
b_quark 0 4.18 231.941 141 173 -63 b_quark 0 4.18 166.573 -106 -98 83
b_quark 0 4.18 102.184 -14 -42 92 b_quark 0 4.18 150.225 -30 131 -67
b_quark 0 4.18 91.0575 76 47 17 b_quark 0 4.18 21.5052 -3 20 -6
b_quark 0 4.18 135.899 99 -27 -89 b_quark 0 4.18 82.9667 -41 71 12
W+ 1 80.4 317.005 -190 218 -102 W- 1 80.4 222.61 111 -121 127
b_quark 0 4.18 157.03 68 -39 -136 b_quark 0 4.18 182.141 -125 78 107
b_quark 0 4.18 23.1187 20 6 9 b_quark 0 4.18 87.2609 -37 -12 -78
W+ 1 80.4 222.542 206 -20 -15 W- 1 80.4 170.186 -129 -37 67
b_quark 0 4.18 208.467 -114 -174 13 b_quark 0 4.18 119.392 50 99 44
W+ 1 80.4 164.7 -6 49 135 W- 1 80.4 167.61 -13 -36 -142
b_quark 0 4.18 143.243 46 -132 31 b_quark 0 4.18 109.993 -29 106 -2
b_quark 0 4.18 193.245 146 -37 -121 b_quark 0 4.18 212.609 -139 -58 150
b_quark 0 4.18 69.9319 12 -45 -52 b_quark 0 4.18 97.8083 19 -38 88
b_quark 0 4.18 178.335 21 -4 177 b_quark 0 4.18 167.292 -121 28 -112
b_quark 0 4.18 228.542 18 -121 -193 b_quark 0 4.18 184.308 12 128 132
b_quark 0 4.18 252.015 -202 81 -127 b_quark 0 4.18 186.383 133 -34 126
b_quark 0 4.18 201.781 181 -4 89 b_quark 0 4.18 165.259 -118 75 -88
b_quark 0 4.18 264.587 -228 -7 134 b_quark 0 4.18 156.88 131 68 -53
b_quark 0 4.18 195.58 -64 163 87 b_quark 0 4.18 195.488 138 -77 -115
b_quark 0 4.18 124.914 -85 69 -60 b_quark 0 4.18 201.949 93 -119 134
b_quark 0 4.18 139.296 83 -41 -104 b_quark 0 4.18 166.867 -127 -33 103
W+ 1 80.4 214.089 -75 -92 159 W- 1 80.4 162.93 41 55 -124
tau+ 0 1.78 66.0391 29 -6 -59 tau- 0 1.78 81.4381 34 -72 17
b_quark 0 4.18 138.139 -92 20 -101 b_quark 0 4.18 71.1511 12 70 1
W+ 1 80.4 157.69 -80 -11 -109 W- 1 80.4 185.581 24 78 146
b_quark 0 4.18 254.838 -200 -30 155 b_quark 0 4.18 168.397 122 0 -116
b_quark 0 4.18 168.93 -88 -126 -70 b_quark 0 4.18 161.327 88 133 -24
W+ 1 80.4 200.4 176 -44 28 W- 1 80.4 189.827 -139 93 -40
b_quark 0 4.18 120.372 22 8 118 b_quark 0 4.18 196.905 -115 77 -140
W+ 1 80.4 147.004 -73 99 -4 W- 1 80.4 177.17 60 -146 -3
tau+ 0 1.78 101.021 -76 -45 49 tau- 0 1.78 165.355 71 143 -43
b_quark 0 4.18 238.947 206 -121 1 b_quark 0 4.18 159.488 -133 29 83
b_quark 0 4.18 250.087 -226 -85 65 b_quark 0 4.18 151.27 148 0 31
W+ 1 80.4 131.191 45 91 21 W- 1 80.4 96.5513 44 -9 29
W+ 1 80.4 167.324 37 0 -142 W- 1 80.4 158.651 43 84 99
b_quark 0 4.18 165.736 141 -1 87 b_quark 0 4.18 113.932 -89 71 -1
b_quark 0 4.18 168.919 124 78 -84 b_quark 0 4.18 191.894 -123 -146 19
b_quark 0 4.18 221.746 -193 -104 -33 b_quark 0 4.18 171.416 133 106 -21
b_quark 0 4.18 191.323 -123 -127 -73 b_quark 0 4.18 162.245 135 80 41
b_quark 0 4.18 211.441 -168 -125 29 b_quark 0 4.18 170.292 131 90 -61
b_quark 0 4.18 140.412 121 71 4 b_quark 0 4.18 116.067 -57 -82 59
b_quark 0 4.18 94.7654 17 93 -5 b_quark 0 4.18 89.0251 64 -56 -26
b_quark 0 4.18 227.489 -139 178 27 b_quark 0 4.18 196.844 139 -128 -55
W+ 1 80.4 121.976 -11 -47 78 W- 1 80.4 154.464 -85 -51 -87
W+ 1 80.4 245.106 178 148 5 W- 1 80.4 137.961 -92 -64 -3
tau+ 0 1.78 118.107 84 43 71 tau- 0 1.78 90.4498 -43 20 -77
b_quark 0 4.18 223.648 136 -23 -176 b_quark 0 4.18 126.635 -45 -35 113
b_quark 0 4.18 214.692 -45 87 -191 b_quark 0 4.18 202.797 62 -136 137
tau+ 0 1.78 123.09 18 118 -30 tau- 0 1.78 135.075 40 -129 1
b_quark 0 4.18 269.953 168 -208 37 b_quark 0 4.18 194.091 -117 149 -42
b_quark 0 4.18 150.198 107 103 22 b_quark 0 4.18 196.404 -126 -91 -120
b_quark 0 4.18 143.567 -88 -9 -113 b_quark 0 4.18 74.1787 38 21 60
W+ 1 80.4 328.144 -222 213 -81 W- 1 80.4 230.237 146 -125 98
tau+ 0 1.78 177.074 -150 94 -4 tau- 0 1.78 195.646 148 -119 -47
b_quark 0 4.18 73.7799 67 19 24 b_quark 0 4.18 102.75 -82 -30 -54
b_quark 0 4.18 186.128 -101 20 155 b_quark 0 4.18 190.199 114 -31 -149
b_quark 0 4.18 122.778 -24 -120 -9 b_quark 0 4.18 56.1113 -1 49 -27
b_quark 0 4.18 133.714 119 55 -26 b_quark 0 4.18 158.891 -140 27 70
W+ 1 80.4 193.748 -103 -112 89 W- 1 80.4 187.249 73 138 -65
b_quark 0 4.18 73.7189 -42 -58 -17 b_quark 0 4.18 182.259 122 131 34
b_quark 0 4.18 42.1601 -28 20 24 b_quark 0 4.18 189.851 99 -116 -113
b_quark 0 4.18 214.638 -20 156 146 b_quark 0 4.18 121.981 46 -61 -95
b_quark 0 4.18 138.53 -2 -80 113 b_quark 0 4.18 83.4055 -23 13 -79
b_quark 0 4.18 47.9841 -21 -38 20 b_quark 0 4.18 100.874 -11 89 -46
b_quark 0 4.18 190.049 73 -154 -84 b_quark 0 4.18 230.594 -136 144 118
b_quark 0 4.18 130.841 -115 -54 -31 b_quark 0 4.18 110.379 94 57 9
b_quark 0 4.18 144.991 28 114 -85 b_quark 0 4.18 124.653 -68 -104 9
b_quark 0 4.18 267.969 -155 73 -206 b_quark 0 4.18 128.959 70 7 108
b_quark 0 4.18 161.887 10 13 -161 b_quark 0 4.18 108.159 -81 -32 64
b_quark 0 4.18 119.764 -94 -69 27 b_quark 0 4.18 154.995 49 94 -113
b_quark 0 4.18 111.425 -51 -94 31 b_quark 0 4.18 99.0074 -6 82 -55
b_quark 0 4.18 105.392 4 105 7 b_quark 0 4.18 99.4307 -32 -67 -66
W+ 1 80.4 218.932 137 -123 -87 W- 1 80.4 195.847 -100 144 34
b_quark 0 4.18 213.062 -189 84 51 b_quark 0 4.18 152.907 111 -101 -29
W+ 1 80.4 181.604 -60 -40 146 W- 1 80.4 178.961 109 101 -59
b_quark 0 4.18 152.792 -52 -32 140 b_quark 0 4.18 158.86 21 127 -93
tau+ 0 1.78 150.041 -133 -46 52 tau- 0 1.78 94.5472 34 74 48
b_quark 0 4.18 169.563 83 -146 23 b_quark 0 4.18 173.365 -147 50 77
b_quark 0 4.18 57.1181 32 14 -45 b_quark 0 4.18 130.669 -96 -79 40
b_quark 0 4.18 177.866 -151 13 93 b_quark 0 4.18 81.5014 55 -36 -48
b_quark 0 4.18 79.6459 30 -49 55 b_quark 0 4.18 141.462 -68 113 -51
b_quark 0 4.18 285.486 196 155 138 b_quark 0 4.18 205.267 -98 -103 -148
b_quark 0 4.18 71.4316 40 26 -53 b_quark 0 4.18 139.339 -122 67 -5
b_quark 0 4.18 131.497 32 95 -85 b_quark 0 4.18 144.649 -120 -55 59
Z 1 91.2 261.533 171 -171 40 Z 1 91.2 171.766 -81 111 48
b_quark 0 4.18 125.485 76 47 88 b_quark 0 4.18 166.371 18 -83 -143
b_quark 0 4.18 250.031 124 -51 211 b_quark 0 4.18 163.13 -37 75 -140
tau+ 0 1.78 235.96 217 -64 67 tau- 0 1.78 205.468 -147 74 -123
b_quark 0 4.18 123.626 -119 31 -12 b_quark 0 4.18 134.783 114 68 -23
b_quark 0 4.18 139.852 -74 -49 -108 b_quark 0 4.18 151.385 12 -16 150
b_quark 0 4.18 124.336 -4 75 -99 b_quark 0 4.18 114.155 3 -3 114
b_quark 0 4.18 157.062 85 85 101 b_quark 0 4.18 147.307 -135 -44 -39
b_quark 0 4.18 160.681 -60 0 -149 b_quark 0 4.18 191.782 69 -99 149
W+ 1 80.4 180.483 -6 75 143 W- 1 80.4 156.234 -82 14 -105
W+ 1 80.4 154.254 25 -127 -24 W- 1 80.4 118.584 65 58 -3
b_quark 0 4.18 275.322 14 -158 225 b_quark 0 4.18 192.139 60 132 -126
b_quark 0 4.18 129.165 -108 51 49 b_quark 0 4.18 134.363 96 42 -84
b_quark 0 4.18 96.6358 14 -94 -17 b_quark 0 4.18 108.395 36 94 -40
b_quark 0 4.18 187.525 130 -122 58 b_quark 0 4.18 144.908 -103 34 -96
W+ 1 80.4 203.426 105 -22 153 W- 1 80.4 153.877 -7 77 -106
b_quark 0 4.18 125.569 95 -82 -1 b_quark 0 4.18 175.198 -126 76 95
W+ 1 80.4 170.467 145 -29 -27 W- 1 80.4 175.648 -90 -68 108
b_quark 0 4.18 147.887 -54 -84 109 b_quark 0 4.18 85.834 19 50 -67
b_quark 0 4.18 49.0252 -36 33 -1 b_quark 0 4.18 117.82 48 -74 -78
W+ 1 80.4 171.097 -120 39 83 W- 1 80.4 140.503 36 -109 10
b_quark 0 4.18 107.175 80 13 -70 b_quark 0 4.18 104.228 -62 -21 81
b_quark 0 4.18 118.606 -55 84 63 b_quark 0 4.18 132.055 76 -107 -14
W+ 1 80.4 208.411 -161 21 -103 W- 1 80.4 143.067 92 8 74
b_quark 0 4.18 185.115 -120 125 65 b_quark 0 4.18 160.768 143 -72 -14
W+ 1 80.4 284.877 59 137 -229 W- 1 80.4 193.466 14 -112 135
W+ 1 80.4 303.62 70 -186 -215 W- 1 80.4 211.029 6 148 127
b_quark 0 4.18 64.8342 -39 8 51 b_quark 0 4.18 88.5634 33 -76 31
W+ 1 80.4 127.162 -51 7 84 W- 1 80.4 133.192 6 62 -86
W+ 1 80.4 284.981 -175 -210 -5 W- 1 80.4 228.852 146 127 -92
b_quark 0 4.18 165.552 -71 125 82 b_quark 0 4.18 196.034 58 -142 -122
b_quark 0 4.18 173.593 -161 64 -10 b_quark 0 4.18 145.614 95 -56 95
W+ 1 80.4 160.683 139 5 3 W- 1 80.4 187.734 -126 50 -102
W+ 1 80.4 254.297 -117 -183 -105 W- 1 80.4 220.708 58 128 150
b_quark 0 4.18 130.887 -67 -105 40 b_quark 0 4.18 111.254 2 110 16
W+ 1 80.4 194.549 108 11 -140 W- 1 80.4 117.861 -37 -27 73
W+ 1 80.4 206.933 184 1 50 W- 1 80.4 195.272 -133 -17 -117
b_quark 0 4.18 192.428 -23 61 -181 b_quark 0 4.18 145.319 6 -30 142
b_quark 0 4.18 196.024 -182 72 -10 b_quark 0 4.18 137.446 93 15 100
b_quark 0 4.18 263.846 142 67 -212 b_quark 0 4.18 224.783 -145 -98 141
b_quark 0 4.18 320.94 -207 150 -194 b_quark 0 4.18 198.883 119 -76 140
b_quark 0 4.18 119.103 2 -50 108 b_quark 0 4.18 135.67 46 127 -12
b_quark 0 4.18 152.828 53 143 -9 b_quark 0 4.18 202.964 -137 -138 -58
b_quark 0 4.18 197.976 -86 -175 34 b_quark 0 4.18 158.39 113 99 50
W+ 1 80.4 244.874 25 -193 125 W- 1 80.4 188.836 -71 135 -77
b_quark 0 4.18 211.401 50 197 58 b_quark 0 4.18 134.746 -65 -117 15
b_quark 0 4.18 243.669 -13 -218 108 b_quark 0 4.18 196.203 -1 131 -146
b_quark 0 4.18 114.501 -4 114 -9 b_quark 0 4.18 168.219 -60 -134 -82
W+ 1 80.4 120.109 76 -31 35 W- 1 80.4 142.415 -95 68 13
W+ 1 80.4 118.407 80 -30 -16 W- 1 80.4 148.284 -120 32 10
tau+ 0 1.78 171.654 102 133 -37 tau- 0 1.78 143.503 -94 -105 -27
Z 1 91.2 254.685 -45 -171 -159 Z 1 91.2 163.384 8 117 68
b_quark 0 4.18 201.213 63 -188 34 b_quark 0 4.18 108.901 -45 99 -4
b_quark 0 4.18 210.804 -80 -161 110 b_quark 0 4.18 187.1 92 94 -133
b_quark 0 4.18 184.823 -55 29 -174 b_quark 0 4.18 111.169 -24 -62 89
b_quark 0 4.18 169.182 35 -164 -22 b_quark 0 4.18 142.683 9 136 -42
b_quark 0 4.18 132.806 66 -108 -40 b_quark 0 4.18 157.297 -140 63 34
b_quark 0 4.18 255.663 -56 -133 -211 b_quark 0 4.18 167.569 81 75 126
W+ 1 80.4 200.684 -169 65 -32 W- 1 80.4 180.691 120 -56 93
W+ 1 80.4 175.511 0 -126 -92 W- 1 80.4 180.682 78 127 63
b_quark 0 4.18 140.558 -87 77 79 b_quark 0 4.18 100.017 4 -99 13
b_quark 0 4.18 156.239 100 -92 77 b_quark 0 4.18 177.506 -139 79 -77
b_quark 0 4.18 184.433 61 161 -66 b_quark 0 4.18 187.89 -40 -138 121
b_quark 0 4.18 107.496 -16 71 -79 b_quark 0 4.18 97.3215 34 -27 87
W+ 1 80.4 264.065 76 121 207 W- 1 80.4 189.993 -86 -54 -139
b_quark 0 4.18 184.623 112 -130 68 b_quark 0 4.18 201.056 -58 131 -141
b_quark 0 4.18 198.1 129 -43 -144 b_quark 0 4.18 194.462 -129 94 111
Z 1 91.2 247.13 192 84 94 Z 1 91.2 206.263 -115 -41 -139
b_quark 0 4.18 252.164 63 -140 -200 b_quark 0 4.18 187.892 -35 130 131
b_quark 0 4.18 103.646 70 -71 28 b_quark 0 4.18 100.431 -18 96 23
tau+ 0 1.78 192.661 -95 -107 129 tau- 0 1.78 109.472 43 76 -66
b_quark 0 4.18 149.414 -79 -125 21 b_quark 0 4.18 164.914 15 145 -77
b_quark 0 4.18 89.6575 -72 41 -34 b_quark 0 4.18 175.038 76 -83 134
b_quark 0 4.18 215.851 -182 81 83 b_quark 0 4.18 145.683 119 -31 -78
W+ 1 80.4 164.22 2 -30 -140 W- 1 80.4 173.003 -13 124 89
b_quark 0 4.18 302.454 206 44 217 b_quark 0 4.18 181.159 -114 43 -134
b_quark 0 4.18 181.004 86 143 -70 b_quark 0 4.18 183.212 -148 -101 38
b_quark 0 4.18 103.496 38 -95 -15 b_quark 0 4.18 134.854 -110 68 -38
b_quark 0 4.18 153.699 -9 146 47 b_quark 0 4.18 169.359 100 -92 -101
b_quark 0 4.18 153.178 126 53 -69 b_quark 0 4.18 53.0327 -27 -35 29
W+ 1 80.4 269.758 91 210 118 W- 1 80.4 226.513 -146 -142 -58
b_quark 0 4.18 166.116 -141 -60 -64 b_quark 0 4.18 123.497 85 85 -28
b_quark 0 4.18 104.214 -27 -95 33 b_quark 0 4.18 124.557 92 83 -12
b_quark 0 4.18 131.994 -12 10 -131 b_quark 0 4.18 131.975 82 76 70
b_quark 0 4.18 127.454 89 -5 -91 b_quark 0 4.18 167.778 -78 12 148
b_quark 0 4.18 177.402 71 157 -42 b_quark 0 4.18 122.387 19 -118 26
b_quark 0 4.18 163.73 10 79 143 b_quark 0 4.18 157.437 -54 -123 -82
b_quark 0 4.18 98.6026 98 1 -10 b_quark 0 4.18 148.901 -137 -24 -53
W+ 1 80.4 201.458 -136 -100 75 W- 1 80.4 176.003 53 98 -110
b_quark 0 4.18 239.521 -14 234 -49 b_quark 0 4.18 205.656 -56 -150 129
b_quark 0 4.18 79.1168 -25 39 -64 b_quark 0 4.18 186.75 81 -136 99
b_quark 0 4.18 193.345 166 -28 -95 b_quark 0 4.18 119.329 -90 61 49
b_quark 0 4.18 146.913 -29 -50 135 b_quark 0 4.18 181.12 123 117 -63
tau+ 0 1.78 111.064 -46 90 46 tau- 0 1.78 168.497 40 -102 -128
b_quark 0 4.18 130.677 -83 -51 -87 b_quark 0 4.18 137.646 2 45 130
b_quark 0 4.18 164.425 -13 80 -143 b_quark 0 4.18 152.962 12 -144 50
W+ 1 80.4 247.803 218 -83 -23 W- 1 80.4 180.627 -147 43 52
b_quark 0 4.18 253.636 17 -125 220 b_quark 0 4.18 198.352 -22 149 -129
b_quark 0 4.18 291.997 -224 -187 -10 b_quark 0 4.18 198.501 144 100 93
